reactants	product	scaffold	split
CCCCCCc1cccc(-c2nc(C#CCO)c(C(=O)N3CCC(N4CCCC4)CC3)n2C)c1	CCCCCCc1cccc(-c2nc(CCCO)c(C(=O)N3CCC(N4CCCC4)CC3)n2C)c1	O=C(c1cnc(-c2ccccc2)[nH]1)N1CCC(N2CCCC2)CC1	validation
C=CC(F)(F)[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(C(C)=O)cc3)C[C@@]21C	CCC(F)(F)[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(C(C)=O)cc3)C[C@@]21C	O=C1C=C2CC[C@@H]3C(=C2CC1)[C@@H](c1ccccc1)CC1CCC[C@H]13	dev
CCCCC(CC)C(O)C=CC1CCC(O)C1CCCCCCC(=O)O	CCCCC(CC)C(O)CCC1CCC(O)C1CCCCCCC(=O)O	C1CCCC1	validation
CCOC(=O)/C=C/c1cc(OC)ncc1C(=O)OC	CCOC(=O)CCc1cc(OC)ncc1C(=O)OC	c1ccncc1	dev
COC(=O)/C=C(\C)NC(C)=O	COC(=O)C[C@H](C)NC(C)=O	COC(=O)C[C@H](C)NC(C)=O	dev
CC1=C2C=c3c(cnn3CC(C)N=[N+]=[N-])=C2CC=C1	O=C(O)/C=C/C(=O)O	O=C(O)/C=C/C(=O)O	holdout
C=CCC(CC=C)OC(=O)c1ccccc1	O=C(OC1CC=CC1)c1ccccc1	O=C(OC1CC=CC1)c1ccccc1	holdout
CC(=O)C=CC(C)(C)OC(C)C1CCCC(C)(C)C1	CC(=O)CCC(C)(C)OC(C)C1CCCC(C)(C)C1	C1CCCCC1	validation
CN1C(=O)C(c2ccc(OS(C)(=O)=O)cc2)(c2ccc(F)c(C3=CCCCC3)c2)N=C1N	CN1C(=O)C(c2ccc(OS(C)(=O)=O)cc2)(c2ccc(F)c(C3CCCCC3)c2)N=C1N	O=C1NC=NC1(c1ccccc1)c1cccc(C2CCCCC2)c1	validation
CCOC(=O)/C(C)=C/[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)OC(C)(C)C	CCOC(=O)[C@@H](C)CC(Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)OC(C)(C)C	c1ccc(-c2ccccc2)cc1	dev
C=Cc1cc(OCC)ccc1Cn1c(C)nc2c(C)cc(OCCCC(=O)OCC)cc21	CCOC(=O)CCCOc1cc(C)c2nc(C)n(Cc3ccc(OCC)cc3CC)c2c1	c1ccc(Cn2cnc3ccccc32)cc1	dev
CC#Cc1cc(Cl)cnc1N	Cc1cc2cc(Cl)cnc2[nH]1	c1cnc2[nH]ccc2c1	validation
COC(=O)C1=CC[C@H](NC(=O)OC(C)(C)C)C1	COC(=O)[C@H]1CC[C@H](NC(=O)OC(C)(C)C)C1	C1CCCC1	validation
Cc1cc(=O)n(CC2OCCO2)c2cc(C3=CCCCC3)ccc12	Cc1cc(=O)n(CC2OCCO2)c2cc(C3CCCCC3)ccc12	O=c1ccc2ccc(C3CCCCC3)cc2n1CC1OCCO1	validation
C=C(C)c1ccc(Br)cc1	CC(C)c1ccc(Br)cc1	c1ccccc1	validation
COC(=O)c1ncc2c(cc(C#Cc3ccccc3)c(=O)n2Cc2ccccc2)c1O	COC(=O)c1ncc2c(cc(CCc3ccccc3)c(=O)n2Cc2ccccc2)c1O	O=c1c(CCc2ccccc2)cc2ccncc2n1Cc1ccccc1	validation
CCNC(=O)Nc1ncnc2c1ncn2C1OC(C=CC(=O)OC)C2OC(C=Cc3ccccc3)OC21	CCNC(=O)Nc1ncnc2c1ncn2C1OC(CCC(=O)OC)C2OC(C=Cc3ccccc3)OC21	C(=CC1OC2COC(n3cnc4cncnc43)C2O1)c1ccccc1	validation
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43CO)[C@@H]1CCC2=O	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43CO)[C@@H]1CCC2=O	O=C1CC[C@@H]2C1CC[C@@H]1C3CCCC[C@@H]3CC[C@@H]21	validation
CCC[C@@H](C)[C@@H](C)/C(=C/C(=O)OCC)NC(C)=O	CCC[C@@H](C)[C@@H](C)[C@@H](CC(=O)OCC)NC(C)=O	CCC[C@@H](C)[C@@H](C)[C@@H](CC(=O)OCC)NC(C)=O	holdout
CC(C)(C)OC(=O)N1CCC(n2cc(Nc3ncc(C(F)(F)F)c(C#Cc4ccccc4C4(C(N)=O)CC4)n3)cn2)CC1	CC(C)(C)OC(=O)N1CCC(n2cc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4C4(C(N)=O)CC4)n3)cn2)CC1	c1ccc(C2CC2)c(CCc2ccnc(Nc3cnn(C4CCNCC4)c3)n2)c1	holdout
C=Cn1c(-c2cc(NC(C)=O)ncc2Br)nc(-c2ccc(Cl)cc2Cl)c1C(=O)OC	COC(=O)c1c(-c2ccc(Cl)cc2Cl)nc2c3cc(NC(C)=O)ncc3ccn12	c1ccc(-c2cn3ccc4cnccc4c3n2)cc1	holdout
CC(=O)NCC=C1CCc2c(F)cc3nn(C)cc3c21	CC(=O)NCCC1CCc2c(F)cc3nn(C)cc3c21	c1cc2n[nH]cc2c2c1CCC2	holdout
C(=C1CCC2(CC1)OCCO2)c1ccccc1	c1ccc(CC2CCC3(CC2)OCCO3)cc1	c1ccc(CC2CCC3(CC2)OCCO3)cc1	dev
Cc1ccc(S(=O)(=O)N2CCC3(C=Cc4ccccc43)CC2)cc1	Cc1ccc(S(=O)(=O)N2CCC3(CCc4ccccc43)CC2)cc1	O=S(=O)(c1ccccc1)N1CCC2(CCc3ccccc32)CC1	dev
COCC#Cc1nc(N2CCOCC2)cc(C)c1C(=O)OC	COCCCc1nc(N2CCOCC2)cc(C)c1C(=O)OC	c1ccc(N2CCOCC2)nc1	dev
CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCOC)cc1OCC1CCCO1	CCCCCS(=O)(=O)NC(=O)CCc1ccc(OCCOC)cc1OCC1CCCO1	c1ccc(OCC2CCCO2)cc1	dev
Cc1cc(C)n2nc(C=Cc3nc(N(C)C4CC4)nn3C)nc2n1	Cc1cc(C)n2nc(CCc3nc(N(C)C4CC4)nn3C)nc2n1	c1cnc2nc(CCc3nc(NC4CC4)n[nH]3)nn2c1	holdout
O=C(O)C(O)=Cc1cccc([N+](=O)[O-])c1	O=C(O)C(O)Cc1cccc([N+](=O)[O-])c1	c1ccccc1	validation
FC(F)(F)c1nnc2n1N=C(N1CC=C(c3c[nH]c4ccccc34)CC1)CC2	FC(F)(F)c1nnc2n1N=C(N1CCC(c3c[nH]c4ccccc34)CC1)CC2	c1ccc2c(C3CCN(C4=Nn5cnnc5CC4)CC3)c[nH]c2c1	dev
C=CC[C@H](C)[C@H](CCCC(=O)O[C@H](CC=C)[C@@H](C)COS(=O)(=O)c1ccc(C)cc1)O[Si](C)(C)C(C)(C)C	Cc1ccc(S(=O)(=O)OCC(C)[C@H]2CC=CC[C@H](C)[C@@H](O[Si](C)(C)C(C)(C)C)CCCC(=O)O2)cc1	O=C1CCCCCCC=CC[C@H](CCOS(=O)(=O)c2ccccc2)O1	holdout
NCC/C=C\c1cccc(Cl)c1	NCCCCc1cccc(Cl)c1	c1ccccc1	validation
C/C(=C\c1ccc(Br)cc1Cl)[N+](=O)[O-]	CC(Cc1ccc(Br)cc1Cl)[N+](=O)[O-]	c1ccccc1	validation
O=[N+]([O-])/C=C/c1ccc(Br)cc1	O=[N+]([O-])CCc1ccc(Br)cc1	c1ccccc1	validation
O=[N+]([O-])/C=C/c1ccc(CCC2CCCO2)cc1	O=[N+]([O-])CCc1ccc(CCC2CCCO2)cc1	c1ccc(CCC2CCCO2)cc1	dev
CCOC1=C2C=c3c(cnn3CC(C)N=[N+]=[N-])=C2CC=C1	O=C(O)/C=C/C(=O)O	O=C(O)/C=C/C(=O)O	holdout
CCOC(=O)C=CC(Cc1ccc2ccccc2c1)N(C)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	CCOC(=O)CCC(Cc1ccc2ccccc2c1)N(C)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	O=C(NCCc1ccc2ccccc2c1)c1ccccc1	holdout
Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C3=CCSCC3)s2)c1	Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C3CCSCC3)s2)c1	c1cnc(Nc2cccc(-c3cnc(C4CCSCC4)s3)c2)nc1	validation
Nc1ccc(C2=CCOCC2)cn1	Nc1ccc(C2CCOCC2)cn1	c1cncc(C2CCOCC2)c1	dev
COC(=O)[C@@H](OC(C)(C)C)c1c(C)cc2nc3cn2c1N1CCC(C)(CC1)OCC=CC[C@H](C)Oc1cc(C)cc(F)c1-c1cccc-3c1	COC(=O)[C@@H](OC(C)(C)C)c1c(C)cc2nc3cn2c1N1CCC(C)(CC1)OCCCC[C@H](C)Oc1cc(C)cc(F)c1-c1cccc-3c1	c1cc2cc(c1)-c1ccccc1OCCCCCOC1CCN(CC1)c1cccc3nc-2cn13	validation
COCc1nc(-c2cn3c(n2)-c2ccc(C4=CCN(C(=O)OC(C)(C)C)CC4)cc2OCC3)n(C(C)C)n1	COCc1nc(-c2cn3c(n2)-c2ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc2OCC3)n(C(C)C)n1	c1n[nH]c(-c2cn3c(n2)-c2ccc(C4CCNCC4)cc2OCC3)n1	dev
COC(=O)[C@H](Cc1ccc(C#CCC(C)O)s1)NC(=O)OC(C)(C)C	COC(=O)[C@H](Cc1ccc(CCCC(C)O)s1)NC(=O)OC(C)(C)C	c1ccsc1	holdout
CCC1(CC)c2c(ccc(OC)c2OC)C(C)=C2c3cc4c(cc3CCN21)OCO4	CCC1(CC)c2c(ccc(OC)c2OC)C(C)C2c3cc4c(cc3CCN21)OCO4	c1ccc2c(c1)CC1c3cc4c(cc3CCN1C2)OCO4	dev
O=C1C=CC(C2CCC3(CC2)OCCO3)N1	O=C1CCC(C2CCC3(CC2)OCCO3)N1	O=C1CCC(C2CCC3(CC2)OCCO3)N1	holdout
O=C1C(=Cc2cccnc2)CCc2ccc(Br)cc21	O=C1c2cc(Br)ccc2CCC1Cc1cccnc1	O=C1c2ccccc2CCC1Cc1cccnc1	validation
C(=CC1OCCO1)c1cccc2cnccc12	c1cc(CCC2OCCO2)c2ccncc2c1	c1cc(CCC2OCCO2)c2ccncc2c1	dev
CCOC(=O)/C=C/c1c(Nc2c(F)cccc2F)nc(SC)nc1-c1ccc(F)cc1C	CSc1nc(-c2ccc(F)cc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1	O=c1ccc2c(-c3ccccc3)ncnc2n1-c1ccccc1	holdout
CCOC(=O)C1CC=C(c2ccc(N)c3c(=O)c(C)c[nH]c23)CC1	CCOC(=O)[C@H]1CC[C@@H](c2ccc(N)c3c(=O)c(C)c[nH]c32)CC1	O=c1cc[nH]c2c(C3CCCCC3)cccc12	dev
Cn1cc(Nc2ncc3cnn(Cc4cccc(C5=CCOCC5)c4)c3n2)cn1	Cn1cc(Nc2ncc3cnn(Cc4cccc(C5CCOCC5)c4)c3n2)cn1	c1cc(Cn2ncc3cnc(Nc4cn[nH]c4)nc32)cc(C2CCOCC2)c1	holdout
CCC(O)(C#Cc1ccc(C(CC)(CC)c2ccc(OC[C@@H](O)CCC(=O)O)c(C)c2)cc1C)CC	CCC(O)(CC)CCc1ccc(C(CC)(CC)c2ccc(OC[C@@H](O)CCC(=O)O)c(C)c2)cc1C	c1ccc(Cc2ccccc2)cc1	dev
CCOC(=O)C(=CNC1CC1)C(=O)c1c(F)c(F)c(Br)c(F)c1F	CCOC(=O)c1cn(C2CC2)c2c(F)c(Br)c(F)c(F)c2c1=O	O=c1ccn(C2CC2)c2ccccc12	dev
Cc1[nH]nc2c1c(=O)n(CCCN)c1ccc(C#CCO)cc21	Cc1[nH]nc2c1c(=O)n(CCCN)c1ccc(CCCO)cc21	O=c1[nH]c2ccccc2c2n[nH]cc12	validation
C=C(C)[C@@H](CC=C(C)C)C[C@@]12C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O	CC(C)=CC[C@H]1C[C@@]23C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c4ccc(O)c(O)c4)=C2OC1(C)C)C3=O	O=C(C1=C2OCCC[C@@]23CCCC(C1=O)C3=O)c1ccccc1	validation
CNC1C=C(c2ccccc2)c2ccccc2CC1	CNC1CCc2ccccc2C(c2ccccc2)C1	c1ccc(C2CCCCc3ccccc32)cc1	holdout
CCOC(=O)C=CC1CCSCC1	CCOC(=O)CCC1CCSCC1	C1CCSCC1	dev
Cc1cccc2c1c(Cn1c(=O)n(C3=C(C(=O)O)CCC3)c3ccccc31)cn2C	Cc1cccc2c1c(Cn1c(=O)n(C3CCCC3C(=O)O)c3ccccc31)cn2C	O=c1n(Cc2c[nH]c3ccccc23)c2ccccc2n1C1CCCC1	validation
Cc1nc(C(F)(F)F)c2n1C(C(=O)Nc1cnn(-c3ccc(Cl)cc3)c1C(C)C)CC=C2	Cc1nc(C(F)(F)F)c2n1C(C(=O)Nc1cnn(-c3ccc(Cl)cc3)c1C(C)C)CCC2	O=C(Nc1cnn(-c2ccccc2)c1)C1CCCc2cncn21	validation
COc1ccc(Nc2nc(Cl)ncc2Cl)cc1/C=C/c1cncc(N)c1	COc1ccc(Nc2nc(Cl)ncc2Cl)cc1CCc1cncc(N)c1	c1cncc(CCc2cccc(Nc3ccncn3)c2)c1	dev
O=S(=O)(c1ccccc1)c1ccc(/C=C/c2ccc(F)cc2F)nc1	O=S(=O)(c1ccccc1)c1ccc(CCc2ccc(F)cc2F)nc1	O=S(=O)(c1ccccc1)c1ccc(CCc2ccccc2)nc1	dev
C=C(C)c1cnc2c(N)nc3ccccc3c2c1	CC(C)c1cnc2c(N)nc3ccccc3c2c1	c1ccc2c(c1)ncc1ncccc12	dev
C=CC[C@@H](NC(=O)OC(C)(C)C)C(=O)N(CC=C)Cc1ccc(OC)cc1OC	COc1ccc(CN2CC=CC[C@@H](NC(=O)OC(C)(C)C)C2=O)c(OC)c1	O=C1CCC=CCN1Cc1ccccc1	dev
CN1C(=O)CC[C@]2(C)c3ccc(C=Cc4ccccc4)cc3CC[C@@H]12	CN1C(=O)CC[C@]2(C)c3ccc(CCc4ccccc4)cc3CC[C@@H]12	O=C1CCC2c3ccc(CCc4ccccc4)cc3CC[C@H]2N1	holdout
Cc1nn(C)cc1-c1cc2ncnc(C3=CCNCC3)c2s1	Cc1nn(C)cc1-c1cc2ncnc(C3CCNCC3)c2s1	c1nc(C2CCNCC2)c2sc(-c3cn[nH]c3)cc2n1	dev
COC(=O)c1ccc(OCCc2c(C=CC(=O)O)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1	COC(=O)c1ccc(OCCc2c(CCC(=O)O)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1	c1ccc(OCCc2cn(C(c3ccccc3)c3ccccc3)c3ccccc23)cc1	dev
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC(=O)[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1	CC(=O)O[C@H]1CC[C@@]2(C)C(CC(=O)[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1	O=C1CC[C@@H]2C1CC[C@@H]1C3CCCCC3CC(=O)[C@@H]21	dev
O=C(O)CC/C=C/c1cccc(Br)c1	O=C(O)CCCCc1cccc(Br)c1	c1ccccc1	validation
COC(=O)C(=Cc1ccc(OCCOc2ccc3ncccc3c2)cc1)C(=O)OC	COC(=O)C(Cc1ccc(OCCOc2ccc3ncccc3c2)cc1)C(=O)OC	c1ccc(OCCOc2ccc3ncccc3c2)cc1	holdout
CC(C)C(O)C#Cc1cccc(OCCN)c1	CC(C)C(O)CCc1cccc(OCCN)c1	c1ccccc1	validation
Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1cccc(F)c1F)=CCC3	Cn1c(=O)c2c(-c3ccccc3)n3c(c2n(C)c1=O)C(c1cccc(F)c1F)CCC3	O=c1[nH]c(=O)c2c(-c3ccccc3)n3c(c2[nH]1)C(c1ccccc1)CCC3	dev
COc1ccc(-c2ccccc2)cc1C#Cc1ccccc1	COc1ccc(-c2ccccc2)cc1CCc1ccccc1	c1ccc(CCc2cccc(-c3ccccc3)c2)cc1	dev
Cc1ccc2c(OCCN3CCC(=Cc4cccc(C#N)c4)CC3)cccc2n1	Cc1ccc2c(OCCN3CCC(Cc4cccc(C#N)c4)CC3)cccc2n1	c1ccc(CC2CCN(CCOc3cccc4ncccc34)CC2)cc1	holdout
C=C(CCO)c1ccc2ncccc2c1	CC(CCO)c1ccc2ncccc2c1	c1ccc2ncccc2c1	holdout
O=C(Nc1cccnc1)c1cnc(OCC(F)(F)F)c(C2=CCCCC2)c1	O=C(Nc1cccnc1)c1cnc(OCC(F)(F)F)c(C2CCCCC2)c1	O=C(Nc1cccnc1)c1cncc(C2CCCCC2)c1	dev
NC(=CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	O=C(CCCc1ccccc1)N1CCn2cnnc2C1	holdout
Nc1ncnc2c1c(C#CCO)nn2Cc1oc2ccccc2c(=O)c1-c1ccccc1	Nc1ncnc2c1c(CCCO)nn2Cc1oc2ccccc2c(=O)c1-c1ccccc1	O=c1c(-c2ccccc2)c(Cn2ncc3cncnc32)oc2ccccc12	validation
OCCCC#Cc1ccccn1	OCCCCCc1ccccn1	c1ccncc1	dev
C=CCC1(CC=C)c2c(ccc(OC)c2OC)C=C2c3cc4c(cc3CCN21)OCO4	C=CCC1(CC=C)c2c(ccc(OC)c2OC)CC2c3cc4c(cc3CCN21)OCO4	c1ccc2c(c1)CC1c3cc4c(cc3CCN1C2)OCO4	dev
CS(=O)(=O)OCCC#Cc1ccc2c(-c3ccc(Cl)cc3)nsc2c1	CS(=O)(=O)OCCCCc1ccc2c(-c3ccc(Cl)cc3)nsc2c1	c1ccc(-c2nsc3ccccc23)cc1	validation
COC(=O)c1ccc(C#Cc2cncc(C3CCCN3C)c2)cc1	COC(=O)c1ccc(CCc2cncc(C3CCCN3C)c2)cc1	c1ccc(CCc2cncc(C3CCCN3)c2)cc1	dev
C=C(C)c1cccc(C#N)c1	CC(C)c1cccc(C#N)c1	c1ccccc1	validation
C=Cc1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1	CCc1ccc2sc3c(=O)[nH]c(CN(C)C)nc3c2c1	O=c1[nH]cnc2c1sc1ccccc12	validation
C=C(C)C[C@@H](C(=O)OC)[C@H](O)CCC	CCC[C@@H](O)[C@@H](CC(C)C)C(=O)OC	CCC[C@@H](O)[C@@H](CC(C)C)C(=O)OC	dev
C=Cc1ccc(-c2cc(NC(=O)C3Cc4ccccc4C3)n[nH]2)cc1	CCc1ccc(-c2cc(NC(=O)C3Cc4ccccc4C3)n[nH]2)cc1	O=C(Nc1cc(-c2ccccc2)[nH]n1)C1Cc2ccccc2C1	dev
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43CO)[C@@H]1CCC2=O	CC(=O)O	CC(=O)O	dev
CCCCc1nn(-c2ccc(C(F)(F)F)cn2)cc1/C=C/C(=O)OCC	CCCCc1nn(-c2ccc(C(F)(F)F)cn2)cc1CCC(=O)OCC	c1ccc(-n2cccn2)nc1	validation
COC(=O)C=Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1C(F)(F)F	COC(=O)CCc1ccc(B2OC(C)(C)C(C)(C)O2)cc1C(F)(F)F	c1ccc(B2OCCO2)cc1	validation
CCOC(=O)/C=C/c1ccc(C#N)c(F)c1	CCOC(=O)CCc1ccc(C#N)c(F)c1	c1ccccc1	validation
CO/C(=C\c1ccc2c(ccn2Cc2nc(-c3ccccc3)oc2C)c1)C(=O)O	COC(Cc1ccc2c(ccn2Cc2nc(-c3ccccc3)oc2C)c1)C(=O)O	c1ccc(-c2nc(Cn3ccc4ccccc43)co2)cc1	validation
CC(C)(C)OC(=O)N1CC=CC[C@H]1c1nc2cc(Br)sc2c(=O)[nH]1	CC(C)(C)OC(=O)N1CCCC[C@@H]1c1nc2cc(Br)sc2c(=O)[nH]1	O=c1[nH]c([C@H]2CCCCN2)nc2ccsc12	dev
Cn1ncc(NC(=O)c2nc(C3=CCCC3)sc2N)c1[C@@H]1CC[C@@H](N)[C@H](F)CO1	Cn1ncc(NC(=O)c2nc(C3CCCC3)sc2N)c1[C@@H]1CC[C@@H](N)[C@H](F)CO1	O=C(Nc1cn[nH]c1[C@@H]1CCCCCO1)c1csc(C2CCCC2)n1	holdout
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5C=CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-c3ccccc3)nc2c1	COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5CCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-c3ccccc3)nc2c1	O=C1NC2C[C@H]2CCCCCCCC(=O)N2C[C@H](Oc3cc(-c4ccccc4)nc4ccccc34)C[C@@H]12	dev
