filename,duration_s,source_text_origin,voice,license
af_heart_0025.wav,11.97,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0026.wav,6.50,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0027.wav,10.20,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0028.wav,4.50,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0029.wav,5.60,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0030.wav,12.93,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0031.wav,6.95,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0032.wav,5.53,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0033.wav,2.10,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0034.wav,11.62,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0035.wav,7.22,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0036.wav,6.38,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0037.wav,7.53,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0038.wav,12.95,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0039.wav,11.15,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0040.wav,7.47,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0041.wav,11.15,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0042.wav,7.00,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0043.wav,9.00,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0044.wav,2.20,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0045.wav,3.23,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0046.wav,2.60,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0047.wav,3.48,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0048.wav,3.67,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0049.wav,4.25,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0050.wav,9.90,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0051.wav,4.05,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0052.wav,3.12,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0053.wav,6.95,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0054.wav,2.67,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0055.wav,5.03,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0056.wav,7.00,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0057.wav,2.38,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0058.wav,4.45,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0059.wav,7.22,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0060.wav,12.10,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0061.wav,2.33,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0062.wav,9.10,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0063.wav,5.53,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0064.wav,4.70,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0065.wav,2.48,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0066.wav,4.10,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0067.wav,11.70,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0068.wav,5.33,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0069.wav,6.08,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0070.wav,6.38,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0071.wav,6.97,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0072.wav,6.47,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0073.wav,7.70,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0074.wav,2.55,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0075.wav,4.50,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0076.wav,7.42,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0077.wav,9.80,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0078.wav,4.50,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0079.wav,3.05,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0080.wav,3.62,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0081.wav,7.55,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0082.wav,4.10,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0083.wav,2.25,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0084.wav,13.60,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0085.wav,6.17,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0086.wav,7.28,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0087.wav,2.40,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0088.wav,13.12,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0089.wav,10.93,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0090.wav,11.88,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0091.wav,3.02,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0092.wav,7.25,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0093.wav,10.85,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0094.wav,9.78,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0095.wav,8.75,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0096.wav,10.10,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0097.wav,12.62,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0098.wav,2.73,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0099.wav,3.40,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0100.wav,3.35,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0101.wav,3.98,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0102.wav,2.73,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0103.wav,2.52,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0104.wav,12.15,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0105.wav,11.72,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0106.wav,6.70,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0107.wav,9.45,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0108.wav,4.83,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0109.wav,10.25,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0110.wav,5.90,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0111.wav,6.42,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0112.wav,5.28,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0113.wav,4.65,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0114.wav,11.57,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0115.wav,9.45,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0116.wav,7.17,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0117.wav,8.82,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0118.wav,6.00,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0119.wav,5.70,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0120.wav,3.75,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0121.wav,3.20,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0122.wav,6.75,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0123.wav,6.75,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0124.wav,4.60,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0125.wav,4.80,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0126.wav,1.82,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0127.wav,7.78,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0128.wav,12.10,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0129.wav,12.12,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0130.wav,1.82,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0131.wav,2.02,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0132.wav,3.55,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0133.wav,9.03,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0134.wav,4.03,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0135.wav,9.18,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0136.wav,3.95,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0137.wav,3.30,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0138.wav,11.38,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0139.wav,2.30,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0140.wav,10.10,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0141.wav,5.17,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0142.wav,7.47,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0143.wav,4.40,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0144.wav,7.05,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0145.wav,8.55,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0146.wav,11.03,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0147.wav,8.97,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0148.wav,6.88,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0149.wav,2.58,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0150.wav,6.92,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0151.wav,3.25,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0152.wav,12.25,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0153.wav,6.70,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0154.wav,4.60,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0155.wav,2.27,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0156.wav,2.20,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0157.wav,4.95,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0158.wav,12.35,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0159.wav,10.88,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0160.wav,12.53,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0161.wav,3.15,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0162.wav,4.75,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
af_heart_0163.wav,5.40,"Alice in Wonderland (Lewis Carroll, Project Gutenberg #11, public domain)",af_heart (Kokoro-82M),Apache-2.0 (Kokoro-82M model)
