step,position_error,free_energy,tau_factor
358,0.004714,0.548795,1.0000
359,0.004746,0.548795,1.0000
360,0.004778,0.548795,1.0000
361,0.004809,0.548806,1.0000
362,0.004840,0.548806,1.0000
363,0.004871,0.548806,1.0000
364,0.004901,0.548806,1.0000
365,0.004931,0.548806,1.0000
366,0.004961,0.548806,1.0000
367,0.004991,0.548806,1.0000
368,0.005020,0.548806,1.0000
369,0.005049,0.548806,1.0000
370,0.005078,0.548806,1.0000
371,0.005107,0.548806,1.0000
372,0.005135,0.548806,1.0000
373,0.005163,0.548806,1.0000
374,0.005191,0.548806,1.0000
375,0.005218,0.548806,1.0000
376,0.005246,0.548806,1.0000
377,0.005273,0.548806,1.0000
378,0.005299,0.548806,1.0000
379,0.005326,0.548806,1.0000
380,0.005352,0.548806,1.0000
381,0.005378,0.549234,1.0000
382,0.005404,0.549234,1.0000
383,0.005429,0.549234,1.0000
384,0.005454,0.549234,1.0000
385,0.005479,0.549234,1.0000
386,0.005504,0.549234,1.0000
387,0.005528,0.549234,1.0000
388,0.005552,0.549234,1.0000
389,0.005576,0.549234,1.0000
390,0.005600,0.549234,1.0000
391,0.005623,0.549234,1.0000
392,0.005646,0.549234,1.0000
393,0.005669,0.549234,1.0000
394,0.005691,0.549234,1.0000
395,0.005714,0.549234,1.0000
396,0.005736,0.549234,1.0000
397,0.005757,0.549234,1.0000
398,0.005779,0.549234,1.0000
399,0.005800,0.549234,1.0000
400,0.005821,0.549234,1.0000
401,0.005842,0.550093,1.0000
402,0.005863,0.550093,1.0000
403,0.005883,0.550093,1.0000
404,0.005903,0.550093,1.0000
405,0.005923,0.550093,1.0000
406,0.005943,0.550093,1.0000
407,0.005962,0.550093,1.0000
408,0.005981,0.550093,1.0000
409,0.006000,0.550093,1.0000
410,0.006018,0.550093,1.0000
411,0.006037,0.550093,1.0000
412,0.006055,0.550093,1.0000
413,0.006073,0.550093,1.0000
414,0.006090,0.550093,1.0000
415,0.006108,0.550093,1.0000
416,0.006125,0.550093,1.0000
417,0.006142,0.550093,1.0000
418,0.006159,0.550093,1.0000
419,0.006175,0.550093,1.0000
420,0.006191,0.550093,1.0000
421,0.006207,0.551490,1.0000
422,0.006223,0.551490,1.0000
423,0.006238,0.551490,1.0000
424,0.006254,0.551490,1.0000
425,0.006269,0.551490,1.0000
426,0.006284,0.551490,1.0000
427,0.006298,0.551490,1.0000
428,0.006313,0.551490,1.0000
429,0.006327,0.551490,1.0000
430,0.006341,0.551490,1.0000
431,0.006354,0.551490,1.0000
432,0.006368,0.551490,1.0000
433,0.006381,0.551490,1.0000
434,0.006394,0.551490,1.0000
435,0.006407,0.551490,1.0000
436,0.006420,0.551490,1.0000
437,0.006432,0.551490,1.0000
438,0.006444,0.551490,1.0000
439,0.006456,0.551490,1.0000
440,0.006468,0.551490,1.0000
441,0.006479,0.553422,1.0000
442,0.006490,0.553422,1.0000
443,0.006502,0.553422,1.0000
444,0.006512,0.553422,1.0000
445,0.006523,0.553422,1.0000
446,0.006533,0.553422,1.0000
447,0.006544,0.553422,1.0000
448,0.006554,0.553422,1.0000
449,0.006564,0.553422,1.0000
450,0.006573,0.553422,1.0000
451,0.006583,0.553422,1.0000
452,0.006592,0.553422,1.0000
453,0.006601,0.553422,1.0000
454,0.006609,0.553422,1.0000
455,0.006618,0.553422,1.0000
456,0.006626,0.553422,1.0000
457,0.006635,0.553422,1.0000
458,0.006643,0.553422,1.0000
459,0.006650,0.553422,1.0000
460,0.006658,0.553422,1.0000
461,0.006665,0.555861,1.0000
462,0.006673,0.555861,1.0000
463,0.006680,0.555861,1.0000
464,0.006686,0.555861,1.0000
465,0.006693,0.555861,1.0000
466,0.006699,0.555861,1.0000
467,0.006706,0.555861,1.0000
468,0.006712,0.555861,1.0000
469,0.006718,0.555861,1.0000
470,0.006723,0.555861,1.0000
471,0.006729,0.555861,1.0000
472,0.006734,0.555861,1.0000
473,0.006739,0.555861,1.0000
474,0.006744,0.555861,1.0000
475,0.006749,0.555861,1.0000
476,0.006753,0.555861,1.0000
477,0.006758,0.555861,1.0000
478,0.006762,0.555861,1.0000
479,0.006766,0.555861,1.0000
480,0.006770,0.555861,1.0000
481,0.006773,0.558886,1.0000
482,0.006777,0.558886,1.0000
483,0.006780,0.558886,1.0000
484,0.006783,0.558886,1.0000
485,0.006786,0.558886,1.0000
486,0.006789,0.558886,1.0000
487,0.006791,0.558886,1.0000
488,0.006793,0.558886,1.0000
489,0.006796,0.558886,1.0000
490,0.006798,0.558886,1.0000
491,0.006800,0.558886,1.0000
492,0.006801,0.558886,1.0000
493,0.006803,0.558886,1.0000
494,0.006804,0.558886,1.0000
495,0.006805,0.558886,1.0000
496,0.006806,0.558886,1.0000
497,0.006807,0.558886,1.0000
498,0.006808,0.558886,1.0000
499,0.006808,0.558886,1.0000
500,0.006808,0.558886,1.0000
501,0.006809,0.562521,1.0000
502,0.006809,0.562521,1.0000
503,0.006808,0.562521,1.0000
504,0.006808,0.562521,1.0000
505,0.006808,0.562521,1.0000
506,0.006807,0.562521,1.0000
507,0.006806,0.562521,1.0000
508,0.006805,0.562521,1.0000
509,0.006804,0.562521,1.0000
510,0.006803,0.562521,1.0000
511,0.006801,0.562521,1.0000
512,0.006800,0.562521,1.0000
513,0.006798,0.562521,1.0000
514,0.006796,0.562521,1.0000
515,0.006794,0.562521,1.0000
516,0.006792,0.562521,1.0000
517,0.006789,0.562521,1.0000
518,0.006787,0.562521,1.0000
519,0.006784,0.562521,1.0000
520,0.006781,0.562521,1.0000
521,0.006778,0.566264,1.0000
522,0.006775,0.566264,1.0000
523,0.006772,0.566264,1.0000
524,0.006768,0.566264,1.0000
525,0.006765,0.566264,1.0000
526,0.006761,0.566264,1.0000
527,0.006757,0.566264,1.0000
528,0.006753,0.566264,1.0000
529,0.006749,0.566264,1.0000
530,0.006745,0.566264,1.0000
531,0.006740,0.566264,1.0000
532,0.006736,0.566264,1.0000
533,0.006731,0.566264,1.0000
534,0.006726,0.566264,1.0000
535,0.006721,0.566264,1.0000
536,0.006716,0.566264,1.0000
537,0.006711,0.566264,1.0000
538,0.006706,0.566264,1.0000
539,0.006700,0.566264,1.0000
540,0.006695,0.566264,1.0000
541,0.006689,0.570635,1.0000
542,0.006683,0.570635,1.0000
543,0.006677,0.570635,1.0000
544,0.006671,0.570635,1.0000
545,0.006664,0.570635,1.0000
546,0.006658,0.570635,1.0000
547,0.006651,0.570635,1.0000
548,0.006645,0.570635,1.0000
549,0.006638,0.570635,1.0000
550,0.006631,0.570635,1.0000
551,0.006624,0.570635,1.0000
552,0.006617,0.570635,1.0000
553,0.006610,0.570635,1.0000
554,0.006602,0.570635,1.0000
555,0.006595,0.570635,1.0000
556,0.006587,0.570635,1.0000
557,0.006579,0.570635,1.0000
558,0.006571,0.570635,1.0000
559,0.006564,0.570635,1.0000
560,0.006555,0.570635,1.0000
561,0.006547,0.575736,1.0000
562,0.006539,0.575736,1.0000
563,0.006530,0.575736,1.0000
564,0.006522,0.575736,1.0000
565,0.006513,0.575736,1.0000
566,0.006504,0.575736,1.0000
567,0.006496,0.575736,1.0000
568,0.006487,0.575736,1.0000
569,0.006477,0.575736,1.0000
570,0.006468,0.575736,1.0000
571,0.006459,0.575736,1.0000
572,0.006449,0.575736,1.0000
573,0.006440,0.575736,1.0000
574,0.006430,0.575736,1.0000
575,0.006420,0.575736,1.0000
576,0.006410,0.575736,1.0000
577,0.006401,0.575736,1.0000
578,0.006390,0.575736,1.0000
579,0.006380,0.575736,1.0000
580,0.006370,0.575736,1.0000
581,0.006360,0.581445,1.0000
582,0.006349,0.581445,1.0000
583,0.006338,0.581445,1.0000
584,0.006328,0.581445,1.0000
585,0.006317,0.581445,1.0000
586,0.006306,0.581445,1.0000
587,0.006295,0.581445,1.0000
588,0.006284,0.581445,1.0000
589,0.006273,0.581445,1.0000
590,0.006262,0.581445,1.0000
591,0.006250,0.581445,1.0000
592,0.006239,0.581445,1.0000
593,0.006227,0.581445,1.0000
594,0.006216,0.581445,1.0000
595,0.006204,0.581445,1.0000
596,0.006192,0.581445,1.0000
597,0.006180,0.581445,1.0000
598,0.006168,0.581445,1.0000
599,0.006156,0.581445,1.0000
600,0.006144,0.581445,1.0000
601,0.006132,0.587845,1.0000
602,0.006120,0.587845,1.0000
603,0.006107,0.587845,1.0000
604,0.006095,0.587845,1.0000
605,0.006082,0.587845,1.0000
606,0.006070,0.587845,1.0000
607,0.006057,0.587845,1.0000
608,0.006044,0.587845,1.0000
609,0.006032,0.587845,1.0000
610,0.006019,0.587845,1.0000
611,0.006006,0.587845,1.0000
612,0.005993,0.587845,1.0000
613,0.005979,0.587845,1.0000
614,0.005966,0.587845,1.0000
615,0.005953,0.587845,1.0000
616,0.005940,0.587845,1.0000
617,0.005926,0.587845,1.0000
618,0.005913,0.587845,1.0000
619,0.005899,0.587845,1.0000
620,0.005886,0.587845,1.0000
621,0.005872,0.594969,1.0000
622,0.005858,0.594969,1.0000
623,0.005844,0.594969,1.0000
624,0.005831,0.594969,1.0000
625,0.005817,0.594969,1.0000
626,0.005803,0.594969,1.0000
627,0.005789,0.594969,1.0000
628,0.005774,0.594969,1.0000
629,0.005760,0.594969,1.0000
630,0.005746,0.594969,1.0000
631,0.005732,0.594969,1.0000
632,0.005717,0.594969,1.0000
633,0.005703,0.594969,1.0000
634,0.005689,0.594969,1.0000
635,0.005674,0.594969,1.0000
636,0.005659,0.594969,1.0000
637,0.005645,0.594969,1.0000
638,0.005630,0.594969,1.0000
639,0.005615,0.594969,1.0000
640,0.005601,0.594969,1.0000
641,0.005586,0.602741,1.0000
642,0.005571,0.602741,1.0000
643,0.005556,0.602741,1.0000
644,0.005541,0.602741,1.0000
645,0.005526,0.602741,1.0000
646,0.005511,0.602741,1.0000
647,0.005496,0.602741,1.0000
648,0.005480,0.602741,1.0000
649,0.005465,0.602741,1.0000
650,0.005450,0.602741,1.0000
651,0.005435,0.602741,1.0000
652,0.005419,0.602741,1.0000
653,0.005404,0.602741,1.0000
654,0.005388,0.602741,1.0000
655,0.005373,0.602741,1.0000
656,0.005357,0.602741,1.0000
657,0.005342,0.602741,1.0000
658,0.005326,0.602741,1.0000
659,0.005310,0.602741,1.0000
660,0.005295,0.602741,1.0000
661,0.005279,0.611153,1.0000
662,0.005263,0.611153,1.0000
663,0.005247,0.611153,1.0000
664,0.005231,0.611153,1.0000
665,0.005215,0.611153,1.0000
666,0.005200,0.611153,1.0000
667,0.005184,0.611153,1.0000
668,0.005168,0.611153,1.0000
669,0.005151,0.611153,1.0000
670,0.005135,0.611153,1.0000
671,0.005119,0.611153,1.0000
672,0.005103,0.611153,1.0000
673,0.005087,0.611153,1.0000
674,0.005071,0.611153,1.0000
675,0.005054,0.611153,1.0000
676,0.005038,0.611153,1.0000
677,0.005022,0.611153,1.0000
678,0.005006,0.611153,1.0000
679,0.004989,0.611153,1.0000
680,0.004973,0.611153,1.0000
681,0.004956,0.620285,1.0000
682,0.004940,0.620285,1.0000
683,0.004923,0.620285,1.0000
684,0.004907,0.620285,1.0000
685,0.004890,0.620285,1.0000
686,0.004874,0.620285,1.0000
687,0.004857,0.620285,1.0000
688,0.004841,0.620285,1.0000
689,0.004824,0.620285,1.0000
690,0.004807,0.620285,1.0000
691,0.004791,0.620285,1.0000
692,0.004774,0.620285,1.0000
693,0.004757,0.620285,1.0000
694,0.004741,0.620285,1.0000
695,0.004724,0.620285,1.0000
696,0.004707,0.620285,1.0000
697,0.004690,0.620285,1.0000
698,0.004674,0.620285,1.0000
699,0.004657,0.620285,1.0000
700,0.004640,0.620285,1.0000
701,0.004623,0.630089,1.0000
702,0.004606,0.630089,1.0000
703,0.004589,0.630089,1.0000
704,0.004573,0.630089,1.0000
705,0.004556,0.630089,1.0000
706,0.004539,0.630089,1.0000
707,0.004522,0.630089,1.0000
708,0.004505,0.630089,1.0000
709,0.004488,0.630089,1.0000
710,0.004471,0.630089,1.0000
711,0.004454,0.630089,1.0000
712,0.004437,0.630089,1.0000
713,0.004420,0.630089,1.0000
714,0.004403,0.630089,1.0000
715,0.004386,0.630089,1.0000
716,0.004370,0.630089,1.0000
717,0.004353,0.630089,1.0000
718,0.004336,0.630089,1.0000
719,0.004319,0.630089,1.0000
720,0.004302,0.630089,1.0000
721,0.004285,0.640500,1.0000
722,0.004268,0.640500,1.0000
723,0.004251,0.640500,1.0000
724,0.004234,0.640500,1.0000
725,0.004217,0.640500,1.0000
726,0.004200,0.640500,1.0000
727,0.004182,0.640500,1.0000
728,0.004165,0.640500,1.0000
729,0.004148,0.640500,1.0000
730,0.004131,0.640500,1.0000
731,0.004114,0.640500,1.0000
732,0.004097,0.640500,1.0000
733,0.004080,0.640500,1.0000
734,0.004063,0.640500,1.0000
735,0.004046,0.640500,1.0000
736,0.004029,0.640500,1.0000
737,0.004012,0.640500,1.0000
738,0.003995,0.640500,1.0000
739,0.003978,0.640500,1.0000
740,0.003961,0.640500,1.0000
741,0.003944,0.651598,1.0000
742,0.003927,0.651598,1.0000
743,0.003910,0.651598,1.0000
744,0.003893,0.651598,1.0000
745,0.003876,0.651598,1.0000
746,0.003859,0.651598,1.0000
747,0.003842,0.651598,1.0000
748,0.003825,0.651598,1.0000
749,0.003808,0.651598,1.0000
750,0.003791,0.651598,1.0000
751,0.003774,0.651598,1.0000
752,0.003757,0.651598,1.0000
753,0.003740,0.651598,1.0000
754,0.003723,0.651598,1.0000
755,0.003706,0.651598,1.0000
756,0.003689,0.651598,1.0000
757,0.003673,0.651598,1.0000
758,0.003656,0.651598,1.0000
759,0.003639,0.651598,1.0000
760,0.003622,0.651598,1.0000
761,0.003605,0.663387,1.0000
762,0.003588,0.663387,1.0000
763,0.003571,0.663387,1.0000
764,0.003554,0.663387,1.0000
765,0.003538,0.663387,1.0000
766,0.003521,0.663387,1.0000
767,0.003504,0.663387,1.0000
768,0.003487,0.663387,1.0000
769,0.003470,0.663387,1.0000
770,0.003454,0.663387,1.0000
771,0.003437,0.663387,1.0000
772,0.003420,0.663387,1.0000
773,0.003403,0.663387,1.0000
774,0.003387,0.663387,1.0000
775,0.003370,0.663387,1.0000
776,0.003353,0.663387,1.0000
777,0.003337,0.663387,1.0000
778,0.003320,0.663387,1.0000
779,0.003303,0.663387,1.0000
780,0.003287,0.663387,1.0000
781,0.003270,0.675702,1.0000
782,0.003254,0.675702,1.0000
783,0.003237,0.675702,1.0000
784,0.003221,0.675702,1.0000
785,0.003204,0.675702,1.0000
786,0.003188,0.675702,1.0000
787,0.003171,0.675702,1.0000
788,0.003155,0.675702,1.0000
789,0.003138,0.675702,1.0000
790,0.003122,0.675702,1.0000
791,0.003106,0.675702,1.0000
792,0.003089,0.675702,1.0000
793,0.003073,0.675702,1.0000
794,0.003056,0.675702,1.0000
795,0.003040,0.675702,1.0000
796,0.003024,0.675702,1.0000
797,0.003008,0.675702,1.0000
798,0.002991,0.675702,1.0000
799,0.002975,0.675702,1.0000
800,0.002959,0.675702,1.0000
801,0.002943,0.688684,1.0000
802,0.002927,0.688684,1.0000
803,0.002911,0.688684,1.0000
804,0.002895,0.688684,1.0000
805,0.002879,0.688684,1.0000
806,0.002863,0.688684,1.0000
807,0.002847,0.688684,1.0000
808,0.002831,0.688684,1.0000
809,0.002815,0.688684,1.0000
810,0.002799,0.688684,1.0000
811,0.002783,0.688684,1.0000
812,0.002767,0.688684,1.0000
813,0.002751,0.688684,1.0000
814,0.002735,0.688684,1.0000
815,0.002720,0.688684,1.0000
816,0.002704,0.688684,1.0000
817,0.002688,0.688684,1.0000
818,0.002672,0.688684,1.0000
819,0.002657,0.688684,1.0000
820,0.002641,0.688684,1.0000
